04000US26,927.290122434,190755,84312.3876400106,228.88500804639992,295883.20630496,10.265846635,165651.88115426543,412536.710377085,39.44096028064724
05000US26163,927.290122434,190755,84312.3876400106,228.88500804639992,295883.20630496,10.265846635,165651.88115426543,412536.710377085,39.44096028064724
06000US2616301380,0,0,0,0,0,0,0,0,0
06000US2616307020,0,0,0,0,0,0,0,0,0
06000US2616311220,0,0,0,0,0,0,0,0,0
06000US2616313120,0,0,0,0,0,0,0,0,0
06000US2616321000,12.549250037,7954,848.8851729117641,249.45619735371213,4557.8854123,10.386119403708333,1442.5292571828145,5161.080644325,40.57214043917585
06000US2616321020,4.688341947,811,1280.849533803589,241.42656127142334,732.51416,9.895205879,2649.565664550012,2921.7282299,37.98595344012297
06000US2616322000,864.655074569,169077,76933.65232784014,221.22527432374005,276829.50139727,10.277541018982506,150732.84339135193,386523.141214681,39.67370784261436
06000US2616324740,0.431757544,26,24.119122132611484,31.58392786,129.731519,10.19689274,28.430457570801373,262.2322619,56
06000US2616328360,0,0,0,0,0,0,0,0,0
06000US2616331420,0,0,0,0,0,0,0,0,0
06000US2616332020,0,0,0,0,0,0,0,0,0
06000US2616335420,0,0,0,0,0,0,0,0,0
06000US2616335480,1.945358241,2153,195.01262595029712,69.36005728929199,647.0956536,9.2045605185,381.1748653170662,0,35.668472683314356
06000US2616335520,1.399781257,1436,105.71943739958698,56.565932245595796,446.8823427,9.173963865,332.0529824913901,0,27.429898690084872
06000US2616335540,5.76244156,4004,636.3967304456769,156.29467121667867,1471.44768316,9.476696274272728,893.8063271457271,2667.6425315,35.69643986918931
06000US2616335580,0,0,0,0,0,0,0,0,0
06000US2616336280,6.845558358,470,367.6944894786187,487.8508793351018,2686.7442298,10.24713874375,649.7290536336541,592.333022678,37.519348816094784
06000US2616336700,4.036597857,3409,379.6580869299097,24.695318065403427,1268.21508036,9.417976803222222,283.72014269933914,1175.2680068,45.66586684004241
06000US2616338180,5.722062248,335,974.9310803439289,114.897320553018,1175.43860211,10.347314518888888,1908.4541276546672,2541.61580651,29.78177508522291
06000US2616340040,0,0,0,0,0,0,0,0,0
06000US2616340680,0,0,0,0,0,0,0,0,0
06000US2616347800,0.431757544,26,24.119122132611484,31.58392786,129.731519,10.19689274,28.430457570801373,262.2322619,56
06000US2616349000,0,0,0,0,0,0,0,0,0
06000US2616352940,0,0,0,0,0,0,0,0,0
06000US2616358980,0,0,0,0,0,0,0,0,0
06000US2616359000,0,0,0,0,0,0,0,0,0
06000US2616365060,0,0,0,0,0,0,0,0,0
06000US2616365080,0,0,0,0,0,0,0,0,0
06000US2616367625,0.739403835,26,185.42435895606377,112.05813,143.9535182,9.9109869,269.02646212464447,316.1099276,31.33333333
06000US2616368760,9.591385192,122,1001.729095744078,833.9754144306889,3348.2802956,10.7260556225,3074.5773431158136,6352.3194785,37.086386905466874
06000US2616368880,0,0,0,0,0,0,0,0,0
06000US2616369180,0,0,0,0,0,0,0,0,0
06000US2616369420,0,0,0,0,0,0,0,0,0
06000US2616374960,0,0,0,0,0,0,0,0,0
06000US2616377360,0,0,0,0,0,0,0,0,0
06000US2616379000,0,0,0,0,0,0,0,0,0
06000US2616380420,0,0,0,0,0,0,0,0,0
06000US2616381660,0,0,0,0,0,0,0,0,0
06000US2616382453,0,0,0,0,0,0,0,0,0
06000US2616384940,0,0,0,0,0,0,0,0,0
06000US2616386000,0,0,0,0,0,0,0,0,0
06000US2616388380,0,0,0,0,0,0,0,0,0
06000US2616388900,0,0,0,0,0,0,0,0,0
14000US26163500100,2.723634836,786,248.6966438979549,37.04168033301545,846.6172424,9.576507886333333,241.57278331792367,1368.94096607,53.88086432466037
14000US26163500200,1.104171769,259,67.71908103565866,59.7684014328812,394.07232,9.656746228666666,161.3692321216626,702.4903157,47.97181673739344
14000US26163500300,2.354853694,424,174.92759366550607,56.523858937108876,766.19482936,9.652727922,369.60930526110945,1502.9267479,47.24808470879542
14000US26163500400,3.967973805,570,321.0797323777707,65.76721100994305,1090.92562041,9.728077888444444,330.3412460047117,1841.67198337,53.054332327332865
14000US26163500500,2.156675994,417,200.2140711360408,36.679482204935155,570.27331463,9.599122429,147.46168706571137,18.81469253,60.54879737976485
14000US26163500600,4.477877076,802,455.4112420746245,46.38278303091191,1224.46546135,9.600874265222222,546.7529227268394,978.39761537,60.220983144080016
14000US26163500700,4.717836358,2244,438.3115184504445,41.192372137825714,1512.5395442,9.4421938897,289.0927280211146,297.48841427,51.49431557302744
14000US26163500800,1.991729878,1747,157.04760375614143,37.09272799995151,639.73563766,9.3721151352,188.1694930764224,0,41.56746281736503
14000US26163500900,2.479951424,975,212.6262646851889,38.60467740746045,774.86518988,9.472259203666667,162.46339698365156,3.67141257,51.70783020226635
14000US26163501000,2.013830442,850,146.09084582900712,34.99338734280753,636.65026364,9.464647293333334,18.10505287707281,3.358095373,41.8682685462683
14000US26163501100,4.05806309,1490,322.44192612341294,45.5325135069823,1249.58087636,9.509130564636363,23.7607986277912,16.666886215,50.354753759161454
