display_name,simple_name,prefix_match_name,sumlevel,geoid,full_geoid,priority,population,aland,awater,geom
"Census Tract 5114, Wayne, MI",Census Tract 5114,,140,26163511400,14000US26163511400,270,2051,1952252,0,0106000020E6100000010000000103000000010000003E00000031D3F6AFACC554C000FF942A513245401A6B7F677BC554C070952710763245401B2B31CF4AC554C0812381069B32454050AA7D3A1EC554C0103B53E8BC324540D52478431AC554C0F1B913ECBF3245404C4F58E201C554C06BF46A80D23245401C40BFEFDFC454C0C311A452EC32454008E8BE9CD9C454C0672AC423F132454019E8DA17D0C454C075914259F8324540425BCEA5B8C454C0240D6E6B0B3345409DDA19A6B6C454C020EC14AB063345408E3F51D9B0C454C04BCADDE7F832454028EFE3688EC454C02A91442FA3324540D3A1D3F36EC454C0CEDE196D55324540AB4203B16CC454C090BFB4A84F324540F8C5A52A6DC454C00858AB764D3245408B8D791D71C454C076C1E09A3B324540DBFD2AC077C454C0622F14B01D3245407BC1A73979C454C014419C8713324540862172FA7AC454C01F4DF564FE3145408BDEA9807BC454C0FC8D76DCF0314540034356B77AC454C09A7B48F8DE314540F8E28BF678C454C0E9633E20D03145407C0F971C77C454C036B05582C53145400070ECD973C454C002BA2F67B6314540A30392B06FC454C0ABED26F8A63145404C6E14596BC454C08EEBDFF599314540BC5CC47762C454C04E2A1A6B7F3145406493FC885FC454C08E942D9276314540384A5E9D63C454C0D8101C9771314540802DAF5C6FC454C0BB421F2C63314540D68EE21C75C454C030BABC395C314540DE3829CC7BC454C0B7D0950854314540A8E0F08288C454C09088299144314540A35A441493C454C025E99AC9373145403D61890794C454C0670C738236314540E9B81AD995C454C0865968E734314540828B153598C454C03FE1ECD632314540AB7823F3C8C454C0876A4AB20E314540D124B1A4DCC454C0FA28232E00314540E738B709F7C454C028D714C8EC30454028452BF702C554C038BD8BF7E330454040BE840A0EC554C01EDC9DB5DB30454056D28A6F28C554C04C8A8F4FC8304540FD6CE4BA29C554C0569C6A2DCC304540344DD87E32C554C0C0249529E6304540CA3505323BC554C089B5F814003145407E5182FE42C554C0C4211B481731454060EAE74D45C554C07F2E1A321E31454062BD512B4CC554C0BC02D19332314540EFE192E34EC554C0F4FC69A33A314540FD2E6CCD56C554C0B247A81952314540971B0C7558C554C0C8D3F203573145404BE9995E62C554C0A724EB70743145408BC1C3B46FC554C0E6CE4C309C3145400ED76A0F7BC554C0F20703CFBD3145403FE0810184C554C091D10149D831454070CFF3A78DC554C02976340EF5314540363CBD5296C554C0102043C70E32454037C1374D9FC554C032C85D8429324540C2FBAA5CA8C554C0965F06634432454031D3F6AFACC554C000FF942A51324540
